Song,Artist,Streams,Daily Streams,Genre,Release Year,Peak Position,Weeks on Chart,Lyrics Sentiment,TikTok Virality,Danceability,Acousticness,Energy
Track 92642,Sofia Carter,115769796,1873802,R&B,2012,4,15,-0.19,26,0.54,0.84,0.13
Track 19243,Firefly Symphony,572462651,3842995,Folk,2025,98,47,-0.04,56,0.25,0.34,0.81
Track 57455,ElectroPulse,642374975,786870,Blues,2017,83,42,-0.03,29,0.2,0.72,0.45
Track 22958,EchoSync,181732917,4881077,Country,2011,42,3,0.45,50,0.41,0.69,0.46
Track 33475,Samantha Lee,534746920,3674208,Metal,1990,5,99,-0.76,46,0.93,0.09,0.6
Track 41847,Ava & The Ocean,789330105,910170,Jazz,2001,44,103,0.96,99,0.53,0.13,0.56
Track 36902,Retro Resonance,258096080,3370328,Folk,1996,57,76,-0.5,92,0.48,0.39,0.25
Track 90849,Shadow Beats,257057362,2030018,House,2015,100,46,0.46,17,0.27,0.35,0.74
Track 91021,Aurora Soundwave,214851010,514953,Techno,2008,67,43,0.87,76,0.42,0.3,0.76
Track 72239,Shadow Beats,761405801,3482341,Metal,2014,78,10,-0.08,54,0.12,0.6,0.58
Track 48562,ElectroPulse,111363252,4105262,Metal,1997,98,69,0.15,94,0.23,0.41,0.16
Track 40261,Ava & The Ocean,699303481,3633571,Hip-Hop,2006,91,36,0.22,76,0.99,0.4,0.67
Track 42946,Aurora Soundwave,581394203,4462996,Reggae,2001,45,64,-0.33,40,0.48,0.7,0.79
Track 77987,Bass Surge,246977429,2312131,Folk,2011,75,19,-0.0,0,0.39,0.23,0.88
Track 58567,Celestial Harmony,775170534,1802375,Synthwave,1993,72,73,0.19,20,0.4,0.17,0.87
Track 84490,The Midnight Howl,408705196,4909214,Reggae,2013,38,71,0.41,28,0.24,0.6,0.15
Track 56541,Bass Surge,709644378,4926835,Country,2025,63,64,-0.33,9,0.66,0.94,0.37
Track 54996,EchoSync,387582239,2636510,Synthwave,2000,77,101,0.93,22,0.1,0.33,0.82
Track 98475,DJ Thunder,744246715,3824699,House,1999,28,59,0.17,1,0.84,0.28,0.58
Track 83335,Neon Vortex,146473190,845921,Latin,2020,76,44,0.64,63,0.25,0.21,0.24
Track 90890,ElectroPulse,146886935,4985965,Latin,2006,33,83,0.48,79,0.1,0.87,0.58
Track 9775,Liam Harper,38819264,3644750,Jazz,1994,12,78,0.16,98,0.2,0.88,0.58
Track 87014,Liam Harper,135895409,3771621,Trap,2015,85,86,0.25,15,0.69,0.98,0.31
Track 64335,Crimson Echo,676020950,706631,K-Pop,2000,78,92,-0.85,45,0.18,0.09,0.19
Track 46685,Horizon Flow,283327152,2937589,EDM,1992,69,100,0.02,6,0.14,0.66,0.44
Track 5690,Ava & The Ocean,387777845,1421069,Metal,1992,14,93,0.21,87,0.24,0.34,0.56
Track 37335,DJ Thunder,512254214,261352,Trap,2001,90,39,0.6,74,0.96,0.91,0.87
Track 8136,ElectroPulse,355418285,1309502,Hip-Hop,2004,27,78,0.16,67,0.15,0.26,0.2
Track 81577,Horizon Flow,77651612,451067,Rock,1993,72,79,0.37,34,0.53,0.2,0.52
Track 95065,Neon Vortex,459151332,2746248,EDM,1995,99,65,0.61,99,0.93,1.0,0.74
Track 67801,Horizon Flow,679839413,4775860,Synthwave,2011,50,75,0.44,21,0.79,0.55,0.39
Track 90542,Samantha Lee,151336893,3962704,Lo-Fi,2000,64,3,-0.45,12,0.71,0.59,0.99
Track 76241,Shadow Beats,88753963,4984533,Rock,1991,39,80,-0.92,94,0.23,0.49,0.41
Track 27424,Firefly Symphony,600550992,1431676,Folk,2014,14,56,0.8,41,0.57,0.49,0.93
Track 41829,The Midnight Howl,363091128,599958,Metal,2022,28,5,-0.87,56,0.42,0.08,0.55
Track 94668,Urban Rhapsody,608625117,929678,Lo-Fi,2008,72,84,-0.34,40,0.54,0.31,0.28
Track 42946,Aurora Soundwave,108486656,1040310,Jazz,1992,58,44,-0.47,91,0.97,0.5,0.84
Track 78649,Urban Rhapsody,684735278,2794884,Rock,2017,31,48,0.45,96,0.44,0.67,0.93
Track 11998,Jay Zenith,507788724,3169064,Blues,2016,54,48,-0.15,14,0.48,0.37,0.74
Track 6493,Sofia Carter,534948772,1101140,Synthwave,2025,33,23,-0.26,65,0.22,0.5,0.65
Track 17443,Samantha Lee,680388735,2054955,Trap,2023,78,33,0.34,67,0.96,0.28,0.6
Track 37331,The Midnight Howl,337130384,899844,Country,1994,24,47,0.34,95,0.69,0.27,0.32
Track 96177,Urban Rhapsody,276541189,4908169,Jazz,2007,13,95,-0.88,70,0.14,0.64,0.54
Track 18303,Neon Vortex,695799517,4690745,Electronic,2001,1,36,0.49,2,0.58,0.76,0.94
Track 67679,Luna Nova,416465388,653361,Blues,1991,18,88,0.11,47,0.94,0.98,0.97
Track 90363,Samantha Lee,242072777,2192637,Synthwave,2020,59,52,0.83,90,0.27,0.63,0.96
Track 6511,Celestial Harmony,414834203,1849639,Jazz,1998,35,90,0.8,49,0.62,0.81,0.94
Track 67039,ElectroPulse,493895662,1665442,K-Pop,2012,54,97,0.26,27,0.59,0.91,0.49
Track 52871,Crimson Echo,135723594,129688,Synthwave,1996,58,85,0.26,57,0.59,0.05,0.68
Track 2120,ElectroPulse,80351916,3902046,EDM,2000,33,91,0.04,3,0.37,0.31,0.44
Track 36851,Sofia Carter,322035256,2351316,Metal,2005,41,91,-0.91,91,0.45,0.49,0.8
Track 50603,Neon Vortex,380833682,2050332,Trap,2015,6,98,0.29,53,0.13,0.06,0.29
Track 37479,Jay Zenith,165926008,1933628,Rock,1998,4,20,0.82,83,0.43,0.41,0.54
Track 28518,Urban Rhapsody,443231010,3143198,Hip-Hop,2018,71,25,0.18,34,0.8,0.3,0.47
Track 36335,Luna Nova,478387062,1700454,Trap,2021,95,25,-0.94,7,0.91,0.58,0.11
Track 78727,Crimson Echo,769551476,198807,EDM,2014,52,46,-0.29,3,0.66,0.08,0.96
Track 12147,EchoSync,650796413,1806852,Hip-Hop,2021,72,31,0.65,80,0.51,0.23,0.59
Track 73281,Urban Rhapsody,332359917,4667582,EDM,2022,78,17,-0.59,83,0.45,0.99,0.28
Track 53278,Shadow Beats,198483926,2876740,Trap,2000,25,70,-0.75,81,0.77,0.2,0.27
Track 3395,Celestial Harmony,341811932,1920243,Blues,2018,92,2,-0.28,93,0.95,0.38,0.14
Track 72942,Celestial Harmony,58008718,1357979,Indie,2011,80,40,0.44,27,0.62,0.03,0.26
Track 99709,Liam Harper,194724407,4339093,Drum & Bass,1993,16,81,0.41,56,0.79,0.35,0.21
Track 23225,Bass Surge,546429428,1015705,Hip-Hop,2003,26,103,0.93,24,0.23,0.23,0.8
Track 89130,DJ Thunder,229738045,3082526,Drum & Bass,2023,43,40,0.11,22,0.12,0.5,0.47
Track 8447,Ava & The Ocean,5532165,2414913,Folk,2017,11,60,-0.36,11,0.14,0.22,0.82
Track 19640,Horizon Flow,370684493,4801683,Jazz,2009,66,28,0.1,39,0.85,0.94,0.97
Track 27173,Shadow Beats,724088055,3842787,Metal,2004,8,41,-0.31,67,0.12,0.1,0.51
Track 48698,Bass Surge,495159957,219829,K-Pop,2018,99,71,-0.28,76,0.93,0.38,0.68
Track 67157,Firefly Symphony,697544950,2134705,Latin,2002,71,69,0.48,68,0.26,0.48,0.25
Track 83068,Celestial Harmony,176053919,1626689,Latin,2002,53,18,0.49,11,0.37,0.64,0.66
Track 31016,EchoSync,411432106,1184057,Indie,1993,56,101,0.58,71,0.16,0.22,0.16
Track 63018,Sofia Carter,657181973,2704708,Metal,2016,6,85,0.14,92,0.44,0.81,0.76
Track 99440,Sofia Carter,215276445,1375099,Metal,2007,47,69,0.4,37,0.68,0.88,0.63
Track 19853,Ava & The Ocean,450384181,1102736,Techno,2024,70,75,-0.03,35,0.46,0.11,0.29
Track 17276,ElectroPulse,427656741,3865628,Techno,2005,98,92,0.32,99,0.77,0.52,0.46
Track 95012,Aurora Soundwave,245036859,1762658,Metal,2017,95,25,0.02,48,0.68,0.96,0.43
Track 80075,Celestial Harmony,717633082,378214,House,2011,93,86,-0.9,71,0.99,0.96,0.45
Track 69922,Celestial Harmony,546141336,237151,Metal,2015,56,75,-0.41,25,0.65,0.15,0.79
Track 75754,The Midnight Howl,194802117,2847279,EDM,2025,12,17,0.56,39,0.51,0.47,0.62
Track 72260,Jay Zenith,161367071,2941094,Drum & Bass,1994,97,10,-0.98,86,0.96,0.02,0.21
Track 59659,Luna Nova,382550779,2116347,Country,2012,98,38,-0.74,74,0.51,0.2,0.26
Track 59553,Celestial Harmony,489564950,2325941,Punk,1996,48,54,-0.3,73,0.36,0.45,0.34
Track 71895,Ava & The Ocean,123024157,1976814,Hip-Hop,2004,14,92,-0.22,22,0.8,0.07,0.94
Track 87530,Aurora Soundwave,100120306,2126240,Indie,1994,35,11,0.72,15,0.72,0.65,0.23
Track 76808,Bass Surge,19825584,3627502,Metal,2020,45,50,0.65,21,0.89,0.07,0.91
Track 97942,EchoSync,39456202,3826949,Hip-Hop,1992,17,59,0.52,16,0.97,0.74,0.94
Track 60510,Ava & The Ocean,421496097,2457110,R&B,1995,34,32,-0.01,78,0.2,0.45,0.25
Track 73732,Horizon Flow,34597581,385582,Techno,2001,39,30,0.89,16,0.85,0.51,0.76
Track 34423,Bass Surge,279167833,4240640,Pop,1996,29,53,0.2,1,0.74,0.59,0.91
Track 27843,ElectroPulse,63631206,2745662,Electronic,2021,3,65,0.06,90,0.58,0.91,0.74
Track 5978,Shadow Beats,246605388,3398642,R&B,2018,82,10,0.55,54,0.25,0.79,0.7
Track 66925,Sofia Carter,315325119,4776005,Blues,2009,10,35,-0.4,2,0.58,0.17,0.17
Track 62208,Firefly Symphony,695524693,110950,Drum & Bass,2016,11,83,0.56,80,0.28,0.41,0.23
Track 92058,Urban Rhapsody,314135970,4911609,Pop,1999,21,88,0.78,25,1.0,0.1,0.59
Track 89649,Ava & The Ocean,670666611,4369410,House,1994,29,28,0.52,93,0.67,0.12,0.44
Track 98395,The Midnight Howl,276627005,1368693,House,2014,15,61,-0.09,63,0.68,0.52,0.73
Track 60398,Shadow Beats,121920388,1363896,Pop,2023,28,37,-0.07,49,0.46,0.01,0.39
Track 69644,Ava & The Ocean,128250034,1461487,Trap,1998,56,29,0.12,82,1.0,0.52,0.29
Track 79847,Crimson Echo,206465641,3719693,Pop,1993,98,62,-0.46,4,0.77,0.05,0.33
Track 19568,Celestial Harmony,114594343,458961,Synthwave,1993,45,56,-0.3,51,0.99,0.28,0.6
Track 92034,Shadow Beats,401046074,3392464,Rock,1998,63,10,0.74,83,0.81,0.06,0.98
Track 73643,Neon Vortex,434989855,4650682,Jazz,1998,90,69,-0.32,28,0.91,0.3,0.64
Track 86162,Shadow Beats,108534070,4909103,Hip-Hop,1991,54,98,-0.3,46,0.69,0.18,0.72
Track 30008,Firefly Symphony,116477761,3027164,Country,2009,12,14,0.27,37,0.65,0.44,0.2
Track 16883,Samantha Lee,230215241,2820913,Techno,1998,39,28,0.58,80,0.29,0.33,0.87
Track 40086,Sofia Carter,654906355,4189316,EDM,2006,51,32,-0.75,56,0.77,0.5,0.59
Track 19577,Ava & The Ocean,710441410,652804,Electronic,2004,15,80,0.94,61,0.64,0.69,0.87
Track 57961,Crimson Echo,454448712,2350424,Electronic,1994,82,26,0.75,31,0.45,0.74,0.14
Track 95901,Shadow Beats,682453149,505161,Techno,2025,76,100,-0.19,93,0.76,0.56,0.91
Track 90636,Neon Vortex,566481499,1701449,Metal,1990,74,30,-0.62,12,0.28,0.16,0.56
Track 55710,Urban Rhapsody,793079377,3949790,Rock,2024,55,1,-0.95,86,0.66,0.72,0.46
Track 85893,Luna Nova,255083498,3038470,Jazz,2010,95,91,-0.63,8,0.94,0.29,0.53
Track 50814,Samantha Lee,724808165,4537817,Electronic,2021,52,42,0.86,14,0.55,0.81,0.57
Track 21347,Aurora Soundwave,492287301,2485675,Jazz,2009,64,41,0.43,4,0.11,0.38,0.27
Track 66312,Samantha Lee,34550423,4490173,Synthwave,2009,2,49,-0.56,71,0.5,0.37,0.41
Track 74025,Samantha Lee,526535903,1771219,Electronic,1992,22,88,-0.8,13,0.92,0.41,0.94
Track 93712,Samantha Lee,352588741,403652,Techno,2007,19,11,-0.48,43,0.2,0.89,0.6
Track 14351,Shadow Beats,453650371,4059965,House,2013,97,12,0.15,92,0.11,0.05,0.63
Track 96526,EchoSync,735148866,1865481,House,2005,43,58,-0.19,1,0.64,0.92,0.38
Track 61481,Celestial Harmony,480001255,4977202,Country,2010,53,54,0.74,52,0.48,0.69,0.12
Track 43227,Firefly Symphony,402925077,3897816,Rock,2016,97,41,-0.36,73,0.62,0.42,0.21
Track 79221,The Midnight Howl,577097944,4444143,Trap,2019,4,80,0.62,7,0.72,0.72,0.3
Track 84784,Aurora Soundwave,293839125,3637989,K-Pop,2020,4,87,0.64,40,0.73,0.21,0.38
Track 25747,Bass Surge,658251494,4397260,House,1994,36,57,0.81,92,0.54,0.91,0.64
Track 87618,Jay Zenith,671109414,3797693,Techno,2002,73,35,0.02,78,0.51,0.92,0.14
Track 81334,ElectroPulse,332187660,522417,Trap,1990,41,61,-0.81,3,0.92,0.62,0.77
Track 74421,Retro Resonance,591606592,3907573,Blues,2010,65,7,0.11,46,0.46,0.74,0.36
Track 62908,Ava & The Ocean,234024439,1048279,Trap,2014,42,6,-0.3,7,0.68,0.87,0.55
Track 80030,EchoSync,13336241,4542887,Jazz,2011,93,82,0.88,46,0.95,0.0,0.22
Track 55902,Bass Surge,174653620,4414147,Drum & Bass,2006,45,20,0.21,96,0.96,0.66,0.81
Track 21478,The Midnight Howl,30892190,2942811,Jazz,2008,76,85,0.16,61,0.73,0.66,0.45
Track 5533,Firefly Symphony,787282841,4383504,Lo-Fi,2023,16,70,-0.62,35,0.18,0.46,0.86
Track 86273,Horizon Flow,579786633,4548052,Hip-Hop,2006,100,84,-0.44,47,0.16,0.49,0.69
Track 54056,Luna Nova,638169132,2136139,K-Pop,1991,88,45,-0.11,72,0.71,0.54,0.95
Track 96364,Bass Surge,751650507,476379,Hip-Hop,1992,22,96,-0.71,23,0.14,0.38,0.58
Track 23106,Sofia Carter,503431144,1878863,Synthwave,2002,43,5,-0.01,70,0.96,0.87,0.14
Track 74104,Bass Surge,567435008,4549119,R&B,2004,97,22,0.15,77,0.24,0.1,0.29
Track 22828,Urban Rhapsody,630343650,4490622,R&B,2005,40,21,0.73,0,0.6,0.47,0.95
Track 67865,DJ Thunder,708462927,4040951,R&B,2024,5,53,0.09,14,0.32,0.41,0.77
Track 38838,DJ Thunder,521411490,4754292,Reggae,1997,86,34,-0.88,31,0.49,0.5,0.37
Track 83402,Bass Surge,415666838,950008,Synthwave,2022,76,66,0.22,97,0.61,0.22,0.44
Track 59053,Bass Surge,416072685,1271958,Trap,1992,15,78,-0.53,98,0.95,0.74,0.17
Track 59374,Jay Zenith,251479418,1547596,Reggae,2023,35,77,-0.3,46,0.65,0.19,0.34
Track 10548,DJ Thunder,783864427,1305572,Folk,2017,45,14,0.13,92,0.83,0.81,0.94
Track 65350,Sofia Carter,138185582,2591865,Metal,2017,3,8,-0.51,6,0.87,0.95,0.94
Track 20058,Horizon Flow,740496767,1912454,Techno,2025,27,75,0.91,60,0.26,0.08,0.29
Track 70330,Shadow Beats,222409814,2903346,Metal,2014,28,51,-0.54,49,0.57,0.69,0.7
Track 87917,Crimson Echo,754965409,2054649,House,2017,65,94,0.12,86,0.29,0.88,0.59
Track 34360,Liam Harper,343670452,3389889,House,2019,60,69,0.0,28,0.74,0.51,0.28
Track 53662,Ava & The Ocean,337703185,4082949,Punk,2006,9,32,-0.97,67,0.68,0.18,0.95
Track 79300,ElectroPulse,98973839,612682,Latin,2012,73,101,0.23,25,0.34,0.2,0.68
Track 17481,Aurora Soundwave,297729047,3973747,K-Pop,2009,89,2,0.86,52,0.33,0.3,0.29
Track 14501,Ava & The Ocean,481055966,2501612,Blues,2003,22,88,0.96,85,0.26,0.55,0.41
Track 99273,Urban Rhapsody,742587060,3103945,Country,1998,33,52,0.82,27,0.46,0.44,0.6
Track 64212,Retro Resonance,43419961,4694229,Latin,1997,70,77,-0.51,97,0.35,0.49,0.86
Track 81982,Sofia Carter,111732018,1503699,Trap,2016,99,52,0.35,65,0.33,0.69,0.7
Track 59714,Samantha Lee,195298183,3794351,Drum & Bass,2004,13,20,0.72,63,0.5,0.15,0.33
Track 23132,Celestial Harmony,313411425,4065550,Synthwave,1998,47,48,-0.96,82,0.4,0.07,0.83
Track 13780,Luna Nova,721135909,3258044,EDM,2012,48,6,-0.23,85,0.52,0.73,0.84
Track 11241,Bass Surge,755771039,4308348,R&B,2009,22,74,-0.93,80,0.84,0.4,0.35
Track 84484,Liam Harper,422284697,4438851,Blues,2009,85,13,-0.29,49,0.44,0.4,0.45
Track 71362,Luna Nova,268179117,1522033,Trap,2018,92,54,-0.43,45,0.52,0.71,0.98
Track 89276,Celestial Harmony,512595394,781169,Blues,2007,73,79,-0.3,48,0.18,0.23,0.58
Track 25797,Shadow Beats,511616710,3011199,Metal,1991,17,37,0.44,85,0.94,0.41,0.98
Track 60186,DJ Thunder,579405665,4267029,Latin,1992,8,35,-0.17,67,0.56,0.76,0.19
Track 33879,Samantha Lee,592002545,4822186,Drum & Bass,1998,26,34,-0.52,68,0.13,0.81,0.31
Track 46974,Samantha Lee,614824198,2921109,Jazz,2020,75,47,-0.2,48,0.17,0.9,0.75
Track 79377,Crimson Echo,199398711,4238552,Blues,2016,19,83,0.34,96,0.13,0.32,0.5
Track 37542,Jay Zenith,278539043,4188125,Folk,2006,60,72,0.85,18,0.5,0.36,0.36
Track 84905,Retro Resonance,139514018,2573329,Latin,1993,68,94,0.89,79,0.51,0.28,0.46
Track 89812,Crimson Echo,677175238,2910965,Country,2022,27,57,-0.01,89,0.25,0.48,0.71
Track 89182,The Midnight Howl,361677960,2286306,Indie,2011,62,99,-0.55,92,0.74,0.7,0.91
Track 98752,Neon Vortex,470504906,3594449,Synthwave,2019,67,22,0.09,74,0.28,0.39,0.72
Track 84323,Shadow Beats,524484554,1875303,Synthwave,2003,39,3,0.51,38,0.85,0.5,0.43
Track 14743,Urban Rhapsody,799633694,1532880,Synthwave,2010,11,99,0.76,37,0.48,0.56,0.67
Track 56657,Aurora Soundwave,795256813,3814449,Electronic,2006,15,33,0.06,53,0.66,0.59,0.93
Track 10903,Horizon Flow,585160227,3971847,Folk,1993,39,41,-0.51,27,0.46,0.68,0.18
Track 18220,The Midnight Howl,463756007,4230513,Indie,1991,13,93,-0.66,74,0.97,0.8,0.21
Track 55550,Retro Resonance,524383722,2703052,Electronic,2021,81,79,0.8,64,0.14,0.29,0.64
Track 43612,Liam Harper,206213732,936109,Electronic,2020,59,76,0.8,30,0.6,0.83,0.51
Track 95394,Bass Surge,747052185,3300970,Metal,1997,26,46,-0.03,82,0.78,0.61,0.31
Track 6193,Luna Nova,54485604,1960424,Latin,2003,82,75,0.45,62,0.91,0.58,0.9
Track 47275,Bass Surge,73204333,3329424,House,2001,55,48,0.98,35,0.21,0.75,0.27
Track 50071,Retro Resonance,475853592,2005415,Trap,2024,84,32,-0.5,37,0.89,0.34,0.51
Track 85392,EchoSync,303121260,4458822,Country,2016,84,86,0.99,95,0.24,0.39,0.19
Track 74040,Aurora Soundwave,394854794,1683816,Folk,1999,89,92,-0.08,64,0.59,0.97,0.89
Track 50799,Aurora Soundwave,601216567,4073178,Drum & Bass,1999,29,65,0.72,72,0.68,0.27,0.92
Track 33005,Urban Rhapsody,3413599,2001016,Rock,1994,44,8,0.61,21,0.96,0.93,0.71
Track 13101,Jay Zenith,766711337,2300690,Reggae,2004,64,66,-0.74,92,0.83,0.81,0.12
Track 52300,Sofia Carter,475127328,4356824,K-Pop,1990,66,44,0.86,52,0.58,0.39,0.49
Track 97410,Firefly Symphony,284399597,3885519,Drum & Bass,2006,88,2,-0.69,0,0.52,0.88,0.48
Track 45831,Neon Vortex,32139470,3948891,Metal,1992,96,21,0.71,9,0.53,0.35,0.45
Track 99714,EchoSync,627264166,364080,R&B,2008,83,23,-0.03,10,0.71,0.27,0.46
Track 81435,Shadow Beats,15189151,4016015,Hip-Hop,2025,78,51,0.32,93,0.32,1.0,0.21
Track 75301,Horizon Flow,212739505,3226380,Latin,2013,34,87,0.83,36,0.41,0.98,0.86
Track 65283,Crimson Echo,264017566,4207279,Rock,1993,100,76,-0.65,19,0.5,0.97,0.52
Track 64464,Jay Zenith,420127537,870817,K-Pop,2000,85,75,0.74,60,0.35,0.55,0.8
Track 48072,Samantha Lee,771978395,1460135,Rock,2016,85,70,0.54,38,0.7,0.25,0.81
Track 91955,Ava & The Ocean,346201244,3088582,Latin,2008,89,36,0.18,50,0.41,0.61,0.41
Track 47910,DJ Thunder,287895812,2709657,Blues,2020,91,60,-0.86,79,0.24,0.24,0.15
Track 55363,Celestial Harmony,742650521,4885279,Latin,2019,71,59,0.19,86,0.93,0.17,0.19
Track 91677,Shadow Beats,416339233,4699266,Hip-Hop,2024,59,90,0.73,35,0.4,0.68,0.51
Track 61009,Horizon Flow,69074544,3192225,K-Pop,2024,31,60,0.62,64,0.29,0.21,0.79
Track 42569,Luna Nova,684517635,2494063,EDM,2002,82,81,-0.33,14,0.45,0.7,0.91
Track 72596,Bass Surge,278735489,140914,Country,2014,100,85,0.1,0,0.62,0.53,0.35
Track 48733,Shadow Beats,41802236,1449494,Blues,2011,77,72,-0.56,84,0.83,0.59,0.52
Track 84252,Aurora Soundwave,329525451,591679,Folk,1991,37,58,-0.73,13,0.94,0.96,0.33
Track 2743,Neon Vortex,156506783,2965213,R&B,2008,3,69,-0.02,14,0.94,0.03,0.81
Track 32494,Neon Vortex,78145947,1344560,EDM,2017,10,3,0.45,94,1.0,0.48,0.89
Track 65178,Jay Zenith,1130883,2820540,Electronic,2003,60,59,-0.16,65,0.85,0.39,0.9
Track 92800,Luna Nova,294959193,1710726,Folk,1993,37,20,-0.21,21,0.22,0.27,0.59
Track 25351,Retro Resonance,763946660,2148407,House,2022,38,83,0.42,86,0.23,0.69,0.51
Track 29089,Neon Vortex,635865447,4282100,Trap,2009,69,26,0.27,66,0.52,0.84,0.99
Track 36056,Jay Zenith,444876975,993362,Punk,2007,14,86,-0.28,5,0.55,0.62,0.23
Track 25761,Bass Surge,338969627,4744574,Rock,2017,98,62,0.42,59,0.3,0.42,0.95
Track 17461,Firefly Symphony,386827189,4550054,Reggae,2014,59,39,0.45,98,0.57,0.34,0.13
Track 92488,Samantha Lee,798644182,1065517,Drum & Bass,1996,57,24,0.12,92,0.12,0.59,0.21
Track 59682,The Midnight Howl,296704521,3590362,Reggae,1998,75,46,-0.49,46,0.92,0.09,0.88
Track 47470,Horizon Flow,178011636,3929349,Indie,1995,5,87,0.08,96,0.14,0.77,0.43
Track 59077,Ava & The Ocean,783328854,2896770,Latin,2011,81,45,0.03,53,0.65,0.53,0.99
Track 84006,Sofia Carter,755304403,393726,Drum & Bass,2001,3,12,0.43,55,0.12,0.62,0.16
Track 26009,The Midnight Howl,403440979,4504202,Latin,2021,91,74,0.27,99,0.76,0.42,0.2
Track 38058,Bass Surge,740203593,3212553,Techno,2016,54,35,-0.38,74,0.53,0.06,0.9
Track 87258,DJ Thunder,682850252,456584,K-Pop,1995,91,9,-0.49,22,0.88,0.26,0.44
Track 71584,DJ Thunder,468624741,4825027,Metal,2011,79,84,-0.28,50,0.23,0.03,0.11
Track 88068,Crimson Echo,52221064,1057899,Country,2020,88,84,-0.17,49,0.15,0.33,0.83
Track 42410,Firefly Symphony,565205835,2813222,Trap,2013,75,91,-0.36,39,0.29,0.81,0.56
Track 48209,Samantha Lee,345615726,738289,Jazz,1992,12,43,-0.13,81,0.98,0.29,0.17
Track 53212,ElectroPulse,265304983,3389388,Indie,2015,96,54,-0.21,16,0.23,0.38,0.53
Track 39664,Bass Surge,8362365,4351114,Indie,1999,83,39,-0.35,75,0.84,0.73,0.15
Track 16550,The Midnight Howl,138997319,4019174,Drum & Bass,2003,5,59,-0.27,8,0.92,0.6,0.99
Track 27898,Liam Harper,451048330,3774032,Indie,2022,72,11,-0.16,54,0.65,0.19,0.96
Track 9061,Urban Rhapsody,494438294,3982915,Hip-Hop,2011,35,2,-0.5,6,0.78,0.72,0.51
Track 35886,Liam Harper,81520799,307974,Indie,2014,54,5,0.01,72,0.15,0.71,0.64
Track 31358,Neon Vortex,144112689,4811244,K-Pop,2025,51,76,-0.5,61,0.33,0.78,0.86
Track 80068,ElectroPulse,408653669,2683205,Indie,2006,14,68,0.92,46,0.97,1.0,0.67
Track 96056,Jay Zenith,207221172,4760747,K-Pop,2009,52,27,0.68,97,0.95,0.83,0.3
Track 85055,Urban Rhapsody,334881242,396265,Latin,2016,100,50,0.34,30,0.52,0.48,0.75
Track 37482,Liam Harper,187579357,1530950,R&B,2020,36,19,0.28,0,0.27,0.11,0.45
Track 39221,EchoSync,255956819,2487637,R&B,1993,11,95,-0.48,46,0.36,0.97,0.17
Track 11565,Neon Vortex,760723698,441321,Punk,2023,73,101,0.23,94,0.87,0.81,0.6
Track 22293,Ava & The Ocean,513307870,4557169,Lo-Fi,2012,86,5,-0.96,83,0.17,0.46,0.5
Track 5897,Shadow Beats,777272186,1550043,Indie,2002,75,28,-0.55,74,0.44,0.64,0.89
Track 24259,Aurora Soundwave,346344800,13304,Blues,2025,79,66,-0.5,87,0.38,0.81,0.67
Track 53395,Sofia Carter,697244779,2934092,Hip-Hop,2002,29,81,-0.28,60,0.95,0.29,0.43
Track 2925,Urban Rhapsody,367786201,1759112,Trap,2020,69,64,0.02,97,0.5,0.71,0.92
Track 6814,Jay Zenith,479312259,435181,Drum & Bass,2003,56,74,-0.51,64,0.7,0.68,0.19
Track 17285,Urban Rhapsody,604474369,4988374,EDM,2008,86,53,0.33,64,0.9,0.36,0.35
Track 36076,Sofia Carter,179650869,261690,Trap,2025,59,76,0.33,30,0.78,0.69,0.59
Track 12138,Celestial Harmony,552730704,3253429,Drum & Bass,2017,48,38,0.46,83,0.98,0.56,0.64
Track 48148,Shadow Beats,612629190,2731290,R&B,1995,17,33,0.98,39,0.42,0.41,0.54
Track 52235,ElectroPulse,35335223,494548,EDM,1995,32,99,-0.58,17,0.26,0.86,0.46
Track 91553,DJ Thunder,707952282,3851297,Latin,2008,27,78,0.64,87,0.69,0.45,0.74
Track 4409,Firefly Symphony,49742755,4218734,Techno,2018,87,25,-0.59,86,0.32,0.74,0.12
Track 63786,Jay Zenith,756719539,659952,Blues,2019,73,92,-0.11,59,0.88,0.06,0.59
Track 47181,ElectroPulse,200049980,1217801,Hip-Hop,2001,72,74,-0.25,97,0.9,0.58,0.84
Track 70029,Firefly Symphony,543262165,2536600,Trap,2020,36,9,-0.53,65,0.96,0.77,0.11
Track 43744,DJ Thunder,679109018,3790950,Rock,2018,98,88,0.3,18,0.96,0.52,0.99
Track 58683,Horizon Flow,676954330,2044872,House,2023,93,1,-0.87,12,0.1,0.76,0.44
Track 50860,The Midnight Howl,214490598,2139240,EDM,2004,85,41,-0.15,41,0.43,0.2,0.94
Track 25653,Jay Zenith,533477571,1154821,Lo-Fi,2002,43,96,-0.17,61,0.31,0.39,0.62
Track 35955,ElectroPulse,541972590,3507845,Indie,2022,94,64,0.47,54,0.79,0.53,0.46
Track 46437,Celestial Harmony,373420089,2621187,EDM,2025,90,46,0.73,87,0.59,0.73,0.61
Track 9021,Aurora Soundwave,753129245,2349456,House,2007,15,12,-0.54,0,0.19,0.22,0.34
Track 50696,Urban Rhapsody,284683013,2030552,Country,2016,27,15,-0.81,55,0.78,0.75,0.14
Track 73949,Horizon Flow,352965149,2270265,Indie,2015,13,79,-0.47,43,0.77,1.0,0.85
